Original File,Publication_Place,CountryCode,752string,752a,752b,752d,752e,7524,FAST_URI,Geonames_URI,geonames_ID,latitude,longitude
LPN Master File,Athenae Noricorum,gw,"Germany$dAltdorf (Nürnberger Land),",Germany,no value,"Altdorf (Nürnberger Land),",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1312061,https://sws.geonames.org/2844125,2844125,49.40131,11.33798
LPN Master File,Atrebati,fr,"France$dArras,",France,no value,"Arras,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202681,http://sws.geonames.org/3036784,3036784,50.29301,2.78186
LPN Master File,Auarici Biturigum,fr,"France$dBourges,",France,no value,"Bourges,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202801,http://sws.geonames.org/3031005,3031005,47.08333,2.4
LPN Master File,Auenione,fr,"France$dAvignon,",France,no value,"Avignon,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1209584,http://sws.geonames.org/3035681,3035681,43.94834,4.80892
LPN Master File,Auenioni,fr,"France$dAvignon,",France,no value,"Avignon,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1209584,http://sws.geonames.org/3035681,3035681,43.94834,4.80892
LPN Master File,Aug. Vind.,gw,"Germany$dAugsburg,",Germany,no value,"Augsburg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202992,https://sws.geonames.org/2954172,2954172,48.37154,10.89851
Alma Data,Augsburg,gw,"Germany$dAugsburg,",Germany,no value,"Augsburg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202992,https://sws.geonames.org/2954172,2954172,48.37154,10.89851
Alma Data,Augspurg,gw,"Germany$dAugsburg,",Germany,no value,"Augsburg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202992,https://sws.geonames.org/2954172,2954172,48.37154,10.89851
LPN Master File,"Augustae *
 most frequently Augustae Vindelicorum 
but also Argentorati Augustae Treuirorum Londini 
Tarracone Taurini and Tubingae",xx,manual input,manual input,manual input,manual input,manual input,manual input,manual input,manual input,manual input,manual input,manual input
LPN Master File,Augustae Taurinorum,it,"Italy$dTurin,",Italy,no value,"Turin,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205152,https://sws.geonames.org/3165525,3165525,45.05,7.66667
LPN Master File,Augustae Treboc,fr,"France$dStrasbourg,",France,no value,"Strasbourg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205765,http://sws.geonames.org/2973783,2973783,48.58392,7.74553
LPN Master File,Augustae Trebocorum,fr,"France$dStrasbourg,",France,no value,"Strasbourg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205765,http://sws.geonames.org/2973783,2973783,48.58392,7.74553
LPN Master File,Augustae Treuirorum,gw,"Germany$dTrier,",Germany,no value,"Trier,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1209770,http://sws.geonames.org/2821164,2821164,49.75565,6.63935
LPN Master File,Augustae Trinobantum,enk,"Great Britain$bEngland$dLondon,",Great Britain,England,"London,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204271,http://sws.geonames.org/2643743,2643743,51.50853,-0.12574
LPN Master File,Augustae Tubingae,gw,"Germany$dTübingen,",Germany,no value,"Tübingen,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205517,http://sws.geonames.org/2820860,2820860,48.52266,9.05222
LPN Master File,Augustae Vind.,gw,"Germany$dAugsburg,",Germany,no value,"Augsburg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202992,https://sws.geonames.org/2954172,2954172,48.37154,10.89851
LPN Master File,Augustae Vindelicae,gw,"Germany$dAugsburg,",Germany,no value,"Augsburg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202992,https://sws.geonames.org/2954172,2954172,48.37154,10.89851
Alma Data,Augustae Vindelicorum,gw,"Germany$dAugsburg,",Germany,no value,"Augsburg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202992,https://sws.geonames.org/2954172,2954172,48.37154,10.89851
LPN Master File,Augustae Vindelicorum,gw,"Germany$dAugsburg,",Germany,no value,"Augsburg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202992,https://sws.geonames.org/2954172,2954172,48.37154,10.89851
LPN Master File,Augustam Vindelicorum,gw,"Germany$dAugsburg,",Germany,no value,"Augsburg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202992,https://sws.geonames.org/2954172,2954172,48.37154,10.89851
LPN Master File,Aulae Regiae,xr,"Czech Republic$dZbraslav (Středočeský kraj),",Czech Republic,no value,"Zbraslav (Středočeský kraj),",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1313906,https://sws.geonames.org/11951213,11951213,49.97341,14.38719
LPN Master File,Aureliae,fr,"France$dOrléans,",France,no value,"Orléans,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1207560,http://sws.geonames.org/2989317,2989317,47.90289,1.90389
LPN Master File,Aureliae Allobrogum,sz,"Switzerland$dGeneva,",Switzerland,no value,"Geneva,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1211819,http://sws.geonames.org/2660646,2660646,46.20222,6.14569
LPN Master File,Aureliae Aquensi,gw,"Germany$dBaden-Baden,",Germany,no value,"Baden-Baden,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202862,https://sws.geonames.org/2953504,2953504,48.7606,8.23975
LPN Master File,Aurelianae Allobrogum,sz,"Switzerland$dGeneva,",Switzerland,no value,"Geneva,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1211819,http://sws.geonames.org/2660646,2660646,46.20222,6.14569
LPN Master File,Aurelianis,fr,"France$dOrléans,",France,no value,"Orléans,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1207560,http://sws.geonames.org/2989317,2989317,47.90289,1.90389
LPN Master File,Auximi,it,"Italy$dOsimo,",Italy,no value,"Osimo,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1261814,http://sws.geonames.org/3171848,3171848,43.48539,13.48222
LPN Master File,Baltimori,mdu,"United States$bMaryland$dBaltimore,",United States,Maryland,"Baltimore,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204292,http://sws.geonames.org/4347778,4347778,39.29038,-76.61219
LPN Master File,Bambergae,gw,"Germany$dBamberg,",Germany,no value,"Bamberg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1210531,http://sws.geonames.org/2952984,2952984,49.89873,10.90067
Alma Data,Barcelona,sp,"Spain$dBarcelona,",Spain,no value,"Barcelona,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204531,http://sws.geonames.org/3128760,3128760,41.38879,2.15899
LPN Master File,Barcinonae,sp,"Spain$dBarcelona,",Spain,no value,"Barcelona,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204531,http://sws.geonames.org/3128760,3128760,41.38879,2.15899
Alma Data,Barcinone,sp,"Spain$dBarcelona,",Spain,no value,"Barcelona,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204531,http://sws.geonames.org/3128760,3128760,41.38879,2.15899
LPN Master File,Barcinone,sp,"Spain$dBarcelona,",Spain,no value,"Barcelona,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204531,http://sws.geonames.org/3128760,3128760,41.38879,2.15899
LPN Master File,Bardi Pomeraniae,gw,"Germany$dBarth,",Germany,no value,"Barth,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1280457,http://sws.geonames.org/2952372,2952372,54.36346,12.72491
LPN Master File,Bartphae,xo,"Slovakia$dBardejov,",Slovakia,no value,"Bardejov,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1210368,http://sws.geonames.org/725168,725168,49.29175,21.27271
LPN Master File,Baruthi,gw,"Germany$dBayreuth,",Germany,no value,"Bayreuth,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1202701,http://sws.geonames.org/2951825,2951825,49.94782,11.57893
Alma Data,Base 1,sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
Alma Data,Basel,sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basilae
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basilaea
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basilaeam
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basile
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
Alma Data,Basilea,sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basilea
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
Alma Data,Basileae,sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
Alma Data,Basileae Helvei,sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
Alma Data,Basileae Helvet,sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
Alma Data,Basileæ,sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,Basileae,sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basileam
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basilee
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basileus
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basiliae
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basiliaeam
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basilias
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basilieae
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basiliensis
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,"Basle
",sz,"Switzerland$dBasel,",Switzerland,no value,"Basel,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205402,http://sws.geonames.org/2661604,2661604,47.55839,7.57327
LPN Master File,Bassani,it,"Italy$dBassano del Grappa,",Italy,no value,"Bassano del Grappa,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1203035,http://sws.geonames.org/3182297,3182297,45.76656,11.72739
LPN Master File,Bathoniae,enk,"Great Britain$bEngland$dBath,",Great Britain,England,"Bath,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1207442,http://sws.geonames.org/2656173,2656173,51.3751,-2.36172
LPN Master File,Bellositi Dobunorum,enk,"Great Britain$bEngland$dOxford,",Great Britain,England,"Oxford,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205511,http://sws.geonames.org/2640729,2640729,51.75222,-1.25596
LPN Master File,Belluni,it,"Italy$dBelluno,",Italy,no value,"Belluno,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204949,http://sws.geonames.org/3182210,3182210,46.14262,12.2156
LPN Master File,Beneuenti,it,"Italy$dBenevento,",Italy,no value,"Benevento,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204433,http://sws.geonames.org/3182179,3182179,41.1307,14.77816
LPN Master File,Bergamo,it,"Italy$dBergamo,",Italy,no value,"Bergamo,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205025,http://sws.geonames.org/3182164,3182164,45.69601,9.66721
LPN Master File,Bergomi,it,"Italy$dBergamo,",Italy,no value,"Bergamo,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205025,http://sws.geonames.org/3182164,3182164,45.69601,9.66721
LPN Master File,Bergomo,it,"Italy$dBergamo,",Italy,no value,"Bergamo,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205025,http://sws.geonames.org/3182164,3182164,45.69601,9.66721
LPN Master File,"Berlini
 see Berolini",gw,"Germany$dBerlin,",Germany,no value,"Berlin,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204829,http://sws.geonames.org/2950159,2950159,52.52437,13.41053
LPN Master File,"Berloni
 see Berolini",gw,"Germany$dBerlin,",Germany,no value,"Berlin,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204829,http://sws.geonames.org/2950159,2950159,52.52437,13.41053
LPN Master File,Bernae Heluet,sz,"Switzerland$dBern,",Switzerland,no value,"Bern,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205493,http://sws.geonames.org/2661552,2661552,46.94809,7.44744
LPN Master File,Bernae Heluetiis,sw,"Switzerland$dBern,",Switzerland,no value,"Bern,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205493,http://sws.geonames.org/2661552,2661552,46.94809,7.44744
LPN Master File,Bernae,sz,"Switzerland$dBern,",Switzerland,no value,"Bern,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1205493,http://sws.geonames.org/2661552,2661552,46.94809,7.44744
LPN Master File,Bernburgi,gw,"Germany$dBernburg,",Germany,no value,"Bernberg,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1222187,http://sws.geonames.org/2950073,2950073,51.79464,11.7401
LPN Master File,"Beroline
 see Berolini",gw,"Germany$dBerlin,",Germany,no value,"Berlin,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204829,http://sws.geonames.org/2950159,2950159,52.52437,13.41053
Alma Data,Berolini,gw,"Germany$dBerlin,",Germany,no value,"Berlin,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204829,http://sws.geonames.org/2950159,2950159,52.52437,13.41053
LPN Master File,Berolini,gw,"Germany$dBerlin,",Germany,no value,"Berlin,",publication place.,http://id.loc.gov/vocabulary/relators/pup,http://id.worldcat.org/fast/1204829,http://sws.geonames.org/2950159,2950159,52.52437,13.41053
